,title,salary_standardized,location,habilidades
33640,Data Analyst,60000.0,"  Riverton, KS   ","('sql', 'powerbi', 'excel')"
33641,Assistant Lead Data Analyst,160000.0, Anywhere ,"('sql',)"
33643,Budget Data Analyst (Power BI/Excel/VBA expert),83000.0, Anywhere ,"('sql', 'powerbi', 'excel')"
33644,"DATA AND OPERATIONS ANALYST, DEFO/STRATEGY & ANALYTICS",76805.5,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
33654,Data Analyst,130000.0, Anywhere ,"('python', 'sql', 'machine_learning')"
33666,Tobacco Control Research / Data Analyst,52000.0, Anywhere ,"('python', 'excel')"
33667,Data Analyst,75000.0, Anywhere ,"('python', 'sql')"
33668,RESEARCH DATA ANALYST II,78294.0,  United States   ,"('excel', 'tableau')"
33683,Business Analyst,99548.8, Anywhere ,"('sql',)"
33686,Mechanical Engineer Data Analyst (Aviation Maintenance),60000.0,  United States   ,"('excel',)"
33687,Senior Data Governance Analyst,110000.0, Anywhere ,"('sql', 'tableau', 'aws')"
33688,Production Support Data Analyst,82659.19999999998, Anywhere ,"('sql',)"
33701,Labor Market Data Analyst,74520.5,  United States   ,"('python', 'excel', 'tableau')"
33702,Senior Data Analyst – Member Employment Services,68025.0, Anywhere ,"('sql', 'powerbi', 'machine_learning', 'aws')"
33704,Sr. Data Analyst,101000.0, Anywhere ,"('sql',)"
33706,Data Analyst Senior,81800.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
33707,Forensic Data Analyst,88593.0,  United States   ,"('python', 'sql', 'excel', 'tableau')"
33708,Data Analyst,112253.5,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
33709,Data Analyst V-580739,89574.48, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
33714,HMIS Data Analyst - YHDP,57500.0, Anywhere ,"('sql', 'excel', 'tableau')"
33715,Data Analyst,83295.465,  United States   ,"('python', 'sql')"
33724,"Summer 2024 Intern Program: IT, Data Analytics, & Business Roles...",46800.0,  United States   ,"('machine_learning',)"
33725,Corporate Business Analyst,91680.5,  United States   ,"('powerbi', 'excel')"
33727,Compliance Data Analyst,93027.0,"  Manhattan, KS   ","('sql', 'powerbi', 'excel')"
33728,Director of Data Analytics,93027.0,  United States   ,"('python', 'sql', 'excel', 'tableau', 'r')"
33740,Data Analyst (Power BI) - Urgent Need,65291.2, Anywhere ,"('sql', 'powerbi', 'excel', 'azure')"
33743,Data Analyst II,67500.0,  United States   ,"('sql', 'excel')"
33744,Senior Data Analyst Competitive Intelligence,96500.0,"  Oklahoma City, OK   ","('python', 'sql', 'r', 'aws')"
33749,Data Analyst II Residential Sales,79500.0,"  Wichita, KS   ","('sql', 'excel')"
33757,Senior Data Analyst Cox Business Territory Management,96500.0,"  Springdale, AR   ","('excel',)"
33758,Senior Data Analyst Cox Business Territory Management,96500.0,"  Tulsa, OK   ","('excel',)"
33760,Senior Marketing Data Analyst,97000.0, Anywhere ,"('sql', 'tableau', 'machine_learning')"
33761,Senior Data Analyst (Business Intelligence Analyst),62333.0, Anywhere ,"('python', 'sql', 'machine_learning', 'aws')"
33766,Data Quality Analyst,62500.0, Anywhere ,"('excel',)"
33778,Clinical Data Analyst,110000.0,  United States   ,"('sql',)"
33782,PT Data Analyst,52000.0,  United States   ,"('python', 'sql', 'excel', 'tableau')"
33797,Healthcare Data Analyst Sr.,129500.0, Anywhere ,"('sql', 'powerbi')"
33806,Power BI Expert| Business Intelligence Analyst Engineer - Contract...,41600.0, Anywhere ,"('sql', 'powerbi', 'tableau', 'machine_learning')"
33809,Senior Data Engineer Analyst - Contract to Hire,52000.0, Anywhere ,"('sql', 'powerbi', 'tableau', 'machine_learning')"
33831,Contract Position: Six Sigma Data Analyst for Supply Chain,109200.0, Anywhere ,"('python',)"
33833,Google Analytics 4 + GTM Audit - Contract to Hire,122720.0, Anywhere ,"('tableau',)"
33834,Data Analyst for Export Proforma Invoices Review,29120.0, Anywhere ,"('excel',)"
33854,Power BI and Data Analyst - Contract to Hire,71760.0, Anywhere ,"('sql', 'powerbi', 'azure')"
33858,Data Analysts needed - Contract to Hire,104000.0, Anywhere ,"('sql', 'excel')"
33859,Marketing Analytics and Data Science Expert Interview Prep Help,156000.0, Anywhere ,"('python', 'sql', 'aws')"
33878,Excel Macro and If Scenarios Spreadsheet Design,31200.0, Anywhere ,"('excel',)"
33881,Need help with IBM Cognos Analytics tool (SQL),69680.0, Anywhere ,"('sql',)"
33884,Data analyst/Tableau Expert to help create dashboards,114400.0, Anywhere ,"('tableau',)"
33909,Power BI Analyst to Parameterize Connections to Tables,31200.0, Anywhere ,"('powerbi',)"
33910,Data analyst/BI expert to help generate visualisation in excel,36400.0, Anywhere ,"('excel',)"
33914,Need an experienced data person IMMEDIATELY - Contract to Hire,69680.0, Anywhere ,"('powerbi',)"
33917,Excel based Automated Core Assessment Evaluation,69680.0, Anywhere ,"('excel',)"
33919,Data Analyst Expert - Contract to Hire,52000.0, Anywhere ,"('python', 'sql')"
33920,Excel Expert,98800.0, Anywhere ,"('excel',)"
33921,Teaching me live to clean and analyse a dataset using Machine...,72800.0, Anywhere ,"('python',)"
33923,Excel Expert with Operations Background,176800.0, Anywhere ,"('excel',)"
33952,Excel Help - Need Data Reaggregated into a Sheet,62400.0, Anywhere ,"('excel',)"
33953,Market Research & Product Analyst - Contract to Hire,54080.0, Anywhere ,"('excel',)"
33956,Personal Financial Data Analysis and Budgeting,69680.0, Anywhere ,"('excel',)"
33960,Excel Spreadsheet Clean Up Plus Data Analytics,83200.0, Anywhere ,"('excel',)"
33965,Need Excel Guru / Expert,119600.0, Anywhere ,"('excel',)"
34005,Data Analyst - Contract to Hire,26000.0, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
34009,Data Analyst Needed for Immediate Medical Reporting Project,41600.0, Anywhere ,"('excel',)"
34011,Python Programmer experience in geospatial data analysis,62400.0, Anywhere ,"('python',)"
34015,Data Analyst - Python,88400.0, Anywhere ,"('python', 'powerbi', 'excel', 'azure')"
34016,Cybersecurity Data Analyst to create and optimize cybersecurity...,31200.0, Anywhere ,"('excel',)"
34017,Data Analyst - Contract to Hire,48880.0, Anywhere ,"('tableau',)"
34021,Zoho Analytics SQL Data Import and design,69680.0, Anywhere ,"('sql',)"
34022,Data Analyst - Dashboard Development,69680.0, Anywhere ,"('sql',)"
34026,Excel programmer expert,119600.0, Anywhere ,"('excel',)"
34027,Data Analyst,119600.0, Anywhere ,"('sql',)"
34030,Data Analyst,145600.0, Anywhere ,"('sql', 'powerbi', 'excel', 'tableau', 'azure')"
34033,Data Analyst to provide charts and graphs from detailed Shopify...,34320.0, Anywhere ,"('excel',)"
34090,Expert Web Scraper and Data Analyst for Digital Health Tools...,57200.0, Anywhere ,"('python', 'sql')"
34092,"Looking for an Expert Data Analyst to Analyze, Automate, and...",69680.0, Anywhere ,"('excel',)"
34094,Ongoing Data Analyst - Producing Weekly and Monthly Reports,62400.0, Anywhere ,"('excel', 'tableau')"
34095,Claims Analyst- Underpayemts,83200.0, Anywhere ,"('excel', 'machine_learning')"
34097,Data Analyst and Social Media Marketing,104000.0, Anywhere ,"('excel',)"
34099,Data Analysts for Restaurant Onboarding,119600.0, Anywhere ,"('python', 'sql', 'excel')"
34105,Excel formula creation and data analytics,166400.0, Anywhere ,"('excel',)"
34107,Analyze Sales Excel Doc for Insights,234000.0, Anywhere ,"('excel',)"
34108,Data Expert | Power BI,52000.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel')"
34110,Data analyst - Contract to Hire,23920.0, Anywhere ,"('powerbi', 'tableau')"
34162,Data analytics - Contract to Hire,43680.0, Anywhere ,"('python', 'sql', 'machine_learning')"
34171,Microsoft Excel Survey Report Creation,69680.0, Anywhere ,"('excel',)"
34177,Excel Macros Optimization,80080.0, Anywhere ,"('excel',)"
34178,Senior Data Analyst  - Contract to Hire,40560.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
34180,Data Ninja/Data Analyst - Contract to Hire,57200.0, Anywhere ,"('sql', 'tableau')"
34183,Experienced Analyst or Statistician Needed for Multivariate...,72800.0, Anywhere ,"('python',)"
34184,Data Analyst/Expert,78000.0, Anywhere ,"('excel',)"
34185,"Data analyst w/ expert-level SQL, Mode, Redshift knowledge",104000.0, Anywhere ,"('sql',)"
34186,Cryptocurrency Market Data Analyst,78000.0, Anywhere ,"('python', 'r', 'machine_learning')"
34189,Location Intelligence Analyst for Storage Facility Site Analysis,119600.0, Anywhere ,"('tableau',)"
34190,Data Analyst - Maternal Access to Health Services,122720.0, Anywhere ,"('python', 'powerbi', 'tableau')"
34193,Data Analyst w/Healthcare Experience - Contract to Hire,124800.0, Anywhere ,"('sql',)"
34194,Cryptocurrency Market Data Analyst,100880.0, Anywhere ,"('python',)"
34196,Data Analyst - Contract to Hire,135200.0, Anywhere ,"('python', 'sql', 'excel', 'azure')"
34197,Need SQL Expert,141440.0, Anywhere ,"('sql',)"
34199,Data Analyst for Law Firm Financial Management System,145600.0, Anywhere ,"('excel',)"
34200,Data analyst to help clean data and visualize in Tableau,145600.0, Anywhere ,"('excel', 'tableau')"
34202,Data Analyst | Power BI Expert,39520.0, Anywhere ,"('powerbi',)"
34250,Data analyst RWE  - Contract to Hire,41600.0, Anywhere ,"('sql', 'excel')"
34251,Power BI Specialist | ERP | SQL Expert Senior Data Analyst ...,41600.0, Anywhere ,"('sql', 'powerbi', 'machine_learning')"
34253,Power BI Expert| Business Intelligence Analyst - Contract to Hire,41600.0, Anywhere ,"('sql', 'powerbi', 'tableau', 'machine_learning')"
34260,SQL Data Analyst,41600.0, Anywhere ,"('python', 'sql', 'tableau', 'aws')"
34269,Data analyst for Stripe Financial Data reporting - Contract to Hire,57200.0, Anywhere ,"('tableau',)"
34272,DATA ANALYST recruitment,72800.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
34273,DATA ANALYST Recruitment,72800.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
34274,Data Engineer - Contract to Hire,83200.0, Anywhere ,"('sql',)"
34279,IT Analyst / System Analyst - Contract to Hire,122720.0, Anywhere ,"('sql',)"
34285,Tableau & Data Expert,135200.0, Anywhere ,"('excel', 'tableau')"
34337,Power BI Developer| Visualization Specialist | Data Analyst|  ...,36400.0, Anywhere ,"('python', 'sql', 'powerbi', 'machine_learning')"
34338,Data Analyst - Stock Purchasing Planner,39520.0, Anywhere ,"('excel',)"
34339,Data Analyst and Bookkeeper - Contract to Hire,41600.0, Anywhere ,"('excel',)"
34340,Report Builder Specialist| Power BI Expert| SQL Data Analyst ...,41600.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
34342,Prosci Methodology,36400.0, Anywhere ,"('excel',)"
34343,Business Intelligence - PowerBI (Data Analyst),41600.0, Anywhere ,"('python', 'sql', 'powerbi')"
34344,Need a web scraping expert for marketing and video intelligence...,57200.0, Anywhere ,"('python', 'sql', 'machine_learning')"
34347,CEU Tracking Spreadsheet Creator,54080.0, Anywhere ,"('excel',)"
34349,Analyze Statistical Data in R,69680.0, Anywhere ,"('excel',)"
34356,Data Analyst - Data Dashboard Framework,69680.0, Anywhere ,"('powerbi', 'tableau')"
34359,Microsoft Excel Expert to Teach,46800.0, Anywhere ,"('excel',)"
34360,"Data Analyst PI AF
PI AF with Pharma exp - Contract to Hire",46800.0, Anywhere ,"('aws',)"
34363,Data Analysis - Contract to Hire,62400.0, Anywhere ,"('sql',)"
34367,Sales/data analyst needed,83200.0, Anywhere ,"('excel',)"
34368,Data Analyst / Scientist Mentor,93600.0, Anywhere ,"('python', 'sql', 'tableau')"
34371,Senior Workforce Analyst (HR Data Analyst),57200.0, Anywhere ,"('excel',)"
34373,Data Analyst to build Metabase tables and dashboards - Contract to...,78000.0, Anywhere ,"('sql',)"
34383,Chalks Research Project - Semantic Neural Analysis,119600.0, Anywhere ,"('r',)"
34387,Data analyst,122720.0, Anywhere ,"('excel',)"
34388,Strategy Analytics Tableau Expert,122720.0, Anywhere ,"('tableau',)"
34389,Data Analyst for DEI Startup,124800.0, Anywhere ,"('excel',)"
34392,Statistician Needed for Data Analysis of Survey,130000.0, Anywhere ,"('excel',)"
34393,"Data Analyst and Predictive Modeling using Excel, R, Python, SQL...",135200.0, Anywhere ,"('excel',)"
34397,Data Analyst - Contract to Hire,150800.0, Anywhere ,"('excel',)"
34399,Salesforce Data/Analytics Expert,208000.0, Anywhere ,"('tableau',)"
34402,Freelance Data Analyst,239200.0, Anywhere ,"('excel',)"
34405,Python Data Analyst for Healthcare Data (PHI),104000.0, Anywhere ,"('python', 'excel')"
34482,Azure Data Analyst,41600.0, Anywhere ,"('azure',)"
34486,Data analyst/BI expert to help automate a series of analytics reports,88400.0, Anywhere ,"('r',)"
34488,Data analysis and representation using Python - Contract to Hire,43680.0, Anywhere ,"('python',)"
34497,Cryptocurrency Market Data Analyst,69680.0, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
34498,Data analyst/BI expert to help automate a series of analytics...,69680.0, Anywhere ,"('powerbi', 'r')"
34500,Create a template for a Data Analyst portfolio graduate,69680.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel')"
34502,Data Analyst/BI Expert,93600.0, Anywhere ,"('python', 'sql')"
34504,Need Data Analyst to structure and organize Excel data for Machine...,55120.0, Anywhere ,"('machine_learning',)"
34505,Data Analyst Specialist - Contract to Hire,72800.0, Anywhere ,"('sql', 'powerbi', 'tableau')"
34507,Microsoft Excel Dashboard Analyst,101920.0, Anywhere ,"('excel',)"
34508,Data Analyst/Engineer to identify trends and drive success in...,119600.0, Anywhere ,"('python', 'sql')"
34518,Part-Time Data Analyst/Data Scientist,130000.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
34523,Data Analyst YouTube analytics report in Power BI,135200.0, Anywhere ,"('powerbi',)"
34529,Tableau Consultant - Contract to Hire,208000.0, Anywhere ,"('tableau',)"
34530,Data Analyst,213200.0, Anywhere ,"('sql',)"
34583,Microsoft Power BI Analysts/ Instructor,43680.0, Anywhere ,"('powerbi',)"
34587,Data Analyst for Training Business: Integrate and Visualize Key...,83200.0, Anywhere ,"('excel',)"
34595,Excel Data Analyst for Aircraft Parts Company,69680.0, Anywhere ,"('excel',)"
34597,"Data Analyst for Retail Store (Snowflake. Power BI)
 - Contract to...",69680.0, Anywhere ,"('sql', 'powerbi')"
34610,Cryptocurrency Market Data Analyst,89440.0, Anywhere ,"('python', 'sql')"
34615,Data Assignment in R,119600.0, Anywhere ,"('r',)"
34617,"Build data management and BI solution over excel, olap cubes and...",119600.0, Anywhere ,"('sql', 'excel')"
34621,Python Data Analyst for Healthcare Data (PHI),109200.0, Anywhere ,"('python',)"
34622,Experienced Data Analyst Needed - Contract to Hire,135200.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
34624,Data analyst,145600.0, Anywhere ,"('r',)"
34692,Data analyst - Full time - Contract to Hire,26000.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
34693,Data Analyst - Excel | Automated Reports | Complex Functions ...,31200.0, Anywhere ,"('excel',)"
34694,Senior Data Scientist,36400.0, Anywhere ,"('python', 'sql', 'machine_learning')"
34697,Data analyst,41600.0, Anywhere ,"('excel',)"
34699,Executive Data Analyst needed for growing startup - Contract to Hire,30160.0, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
34701,Data Analyst (Location),33280.0, Anywhere ,"('python', 'sql')"
34702,Data Analyst,39520.0, Anywhere ,"('excel',)"
34705,Data Analytics & Reporting High-Value Insights - Contract to Hire,54080.0, Anywhere ,"('powerbi', 'excel', 'tableau')"
34707,NetSuite Analytics Consultant needed,54080.0, Anywhere ,"('excel',)"
34709,Seeking Experienced BigQuery Data Analyst,59280.0, Anywhere ,"('sql',)"
34712,Build a data analysis project using python,69680.0, Anywhere ,"('python',)"
34722,Excel Specialist and Data Analyst with VBA Expertise Needed!,62400.0, Anywhere ,"('excel',)"
34723,Virtual CTO- For Data Analytics and AI Company,67600.0, Anywhere ,"('azure', 'machine_learning', 'aws')"
34726,"PowerBI, Python, Datalake",62400.0, Anywhere ,"('powerbi',)"
34732,Business/Data Analyst Level 3 (located in Stockholm) - Contract to...,93600.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
34734,Statistician,104000.0, Anywhere ,"('r',)"
34742,Analytics Expert for VenueBoost - Contract to Hire,122720.0, Anywhere ,"('sql',)"
34745,SQL Query Logic Help,122720.0, Anywhere ,"('sql',)"
34789,Data Analyst/Data Engineer for Sustainable Ecommerce Business ...,24960.0, Anywhere ,"('python', 'sql', 'excel')"
34791,Data Analyst and Visualization For Marketing Metrics,31200.0, Anywhere ,"('excel',)"
34798,R/SPSS survey data analysis,48880.0, Anywhere ,"('r',)"
34807,Excel work sheet improvement,69680.0, Anywhere ,"('excel',)"
34810,Data Analyst for Finance Dashboards in SaaS - Contract to Hire,69680.0, Anywhere ,"('excel',)"
34813,Data analyst/QuickSight expert to help automate a series of...,62400.0, Anywhere ,"('sql',)"
34816,Senior Data Analyst located in USA - Contract to Hire,83200.0, Anywhere ,"('python', 'sql', 'powerbi', 'tableau')"
34821,Excel,161200.0, Anywhere ,"('excel',)"
34872,SQL Data Analyst for Categorization - Contract to Hire,62400.0, Anywhere ,"('sql',)"
34873,Power BI Analyst,28080.0, Anywhere ,"('sql', 'powerbi')"
34874,Sports data analytics expert required,67600.0, Anywhere ,"('python',)"
34879,Data Analyst,69680.0, Anywhere ,"('powerbi',)"
34882,Data Analyst for the E-commerce platform,98800.0, Anywhere ,"('tableau',)"
34883,Power BI Specialist and Data Analyst,98800.0, Anywhere ,"('sql', 'powerbi')"
34885,Data Analyst  - Contract to Hire,88400.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
